actor_login,window_start,event_count
pull[bot],2026-04-15 11:40:00+00:00,238
pull[bot],2026-04-15 11:50:00+00:00,169
pull[bot],2026-04-15 12:00:00+00:00,137
pull[bot],2026-04-15 12:10:00+00:00,156
pull[bot],2026-04-15 12:20:00+00:00,162
pull[bot],2026-04-15 12:30:00+00:00,178
pull[bot],2026-04-15 12:40:00+00:00,148
pull[bot],2026-04-15 12:50:00+00:00,125
pull[bot],2026-04-15 13:00:00+00:00,168
pull[bot],2026-04-15 13:10:00+00:00,138
pull[bot],2026-04-15 13:20:00+00:00,134
pull[bot],2026-04-15 13:30:00+00:00,172
pull[bot],2026-04-15 13:40:00+00:00,113
pull[bot],2026-04-15 13:50:00+00:00,119
red-hat-konflux-kflux-prd-rh03[bot],2026-04-15 13:50:00+00:00,40
red-hat-konflux[bot],2026-04-15 10:00:00+00:00,32
red-hat-konflux[bot],2026-04-15 10:10:00+00:00,23
red-hat-konflux[bot],2026-04-15 10:20:00+00:00,39
red-hat-konflux[bot],2026-04-15 10:30:00+00:00,30
red-hat-konflux[bot],2026-04-15 10:40:00+00:00,31
redecorate-bot[bot],2026-04-15 12:00:00+00:00,28
redecorate-bot[bot],2026-04-15 13:00:00+00:00,24
regro-cf-autotick-bot,2026-04-15 10:00:00+00:00,64
regro-cf-autotick-bot,2026-04-15 10:50:00+00:00,25
regro-cf-autotick-bot,2026-04-15 11:10:00+00:00,27
regro-cf-autotick-bot,2026-04-15 11:20:00+00:00,23
regro-cf-autotick-bot,2026-04-15 11:30:00+00:00,45
regro-cf-autotick-bot,2026-04-15 12:10:00+00:00,21
regro-cf-autotick-bot,2026-04-15 12:20:00+00:00,20
regro-cf-autotick-bot,2026-04-15 12:30:00+00:00,23
regro-cf-autotick-bot,2026-04-15 12:40:00+00:00,25
regro-cf-autotick-bot,2026-04-15 13:10:00+00:00,40
release-service-bot,2026-04-15 11:20:00+00:00,22
